,,,,
,Month,Trade Type and Listing Market,All Traded Marketplaces,Toronto Stock Exchange
,2021-jun,Intentional Cross NEO-Listed,"$461,220,582",
,2021-jul,All Trade All Listing Total,"$293,689,795,376","$166,214,111,893"
,2021-jul,Non-Cross Trade All Listing Total,"$268,519,402,086","$161,953,438,309"
,2021-jul,Non-Cross TSX-Listed,"$261,201,087,389","$161,953,438,309"
,2021-jul,Non-Cross TSXV-Listed,"$4,261,867,653",
,2021-jul,Non-Cross CSE-Listed,"$2,560,944,303",
,2021-jul,Non-Cross NEO-Listed,"$495,502,740",
,2021-jul,Intentional Cross Trade All Listing Total,"$25,170,393,290","$4,260,673,584"
,2021-jul,Intentional Cross TSX-Listed,"$23,308,150,842","$4,260,673,584"
,2021-jul,Intentional Cross TSXV-Listed,"$237,293,057",
,2021-jul,Intentional Cross CSE-Listed,"$107,337,592",
,2021-jul,Intentional Cross NEO-Listed,"$1,517,611,799",
,2021-Aug,All Trade All Listing Total,"$298,925,635,190","$166,732,236,509"
,2021-Aug,Non-Cross Trade All Listing Total,"$273,121,466,868","$162,358,185,540"
,2021-Aug,Non-Cross TSX-Listed,"$265,199,294,183","$162,358,185,540"
,2021-Aug,Non-Cross TSXV-Listed,"$4,639,309,392",
,2021-Aug,Non-Cross CSE-Listed,"$2,794,626,080",
,2021-Aug,Non-Cross NEO-Listed,"$488,237,214",
,2021-Aug,Intentional Cross Trade All Listing Total,"$25,804,168,321","$4,374,050,969"
,2021-Aug,Intentional Cross TSX-Listed,"$25,192,884,233","$4,374,050,969"
,2021-Aug,Intentional Cross TSXV-Listed,"$210,156,124",
,2021-Aug,Intentional Cross CSE-Listed,"$109,021,727",
,2021-Aug,Intentional Cross NEO-Listed,"$292,106,238",
,2021-Sep,All Trade All Listing Total,"$367,545,361,366","$217,639,784,034"
,2021-Sep,Non-Cross Trade All Listing Total,"$337,565,613,992","$211,931,468,992"
,2021-Sep,Non-Cross TSX-Listed,"$329,047,614,309","$211,931,468,992"
,2021-Sep,Non-Cross TSXV-Listed,"$5,332,187,756",
,2021-Sep,Non-Cross CSE-Listed,"$2,669,121,551",
,2021-Sep,Non-Cross NEO-Listed,"$516,690,376",
,2021-Sep,Intentional Cross Trade All Listing Total,"$29,979,747,374","$5,708,315,042"
,2021-Sep,Intentional Cross TSX-Listed,"$29,076,481,533","$5,708,315,042"
,2021-Sep,Intentional Cross TSXV-Listed,"$213,997,333",
,2021-Sep,Intentional Cross CSE-Listed,"$61,408,928",
,2021-Sep,Intentional Cross NEO-Listed,"$627,859,580",
,2021-oct,All Trade All Listing Total,"$333,712,111,714","$190,476,358,445"
,2021-oct,Non-Cross Trade All Listing Total,"$305,935,138,335","$184,819,656,668"
,2021-oct,Non-Cross TSX-Listed,"$297,494,975,388","$184,819,656,668"
,2021-oct,Non-Cross TSXV-Listed,"$5,587,417,529",
,2021-oct,Non-Cross CSE-Listed,"$2,172,535,330",
,2021-oct,Non-Cross NEO-Listed,"$680,210,088",
,2021-oct,Intentional Cross Trade All Listing Total,"$27,776,973,378","$5,656,701,776"
,2021-oct,Intentional Cross TSX-Listed,"$26,972,348,844","$5,656,701,776"
,2021-oct,Intentional Cross TSXV-Listed,"$464,127,197",
,2021-oct,Intentional Cross CSE-Listed,"$117,857,184",
,2021-oct,Intentional Cross NEO-Listed,"$222,640,153",
,2021-nov,All Trade All Listing Total,"$397,614,057,066","$229,116,390,583"
,2021-nov,Non-Cross Trade All Listing Total,"$363,966,115,289","$220,776,719,189"
,2021-nov,Non-Cross TSX-Listed,"$352,057,864,737","$220,776,719,189"
,2021-nov,Non-Cross TSXV-Listed,"$7,236,175,700",
,2021-nov,Non-Cross CSE-Listed,"$3,398,047,265",
,2021-nov,Non-Cross NEO-Listed,"$1,274,027,587",
,2021-nov,Intentional Cross Trade All Listing Total,"$33,647,941,777","$8,339,671,394"
,2021-nov,Intentional Cross TSX-Listed,"$32,838,305,971","$8,339,671,394"
,2021-nov,Intentional Cross TSXV-Listed,"$415,870,182",
,2021-nov,Intentional Cross CSE-Listed,"$117,905,013",
,2021-nov,Intentional Cross NEO-Listed,"$275,860,610",
,2021-Dec,All Trade All Listing Total,"$368,946,763,816","$217,438,213,494"
,2021-Dec,Non-Cross Trade All Listing Total,"$341,623,825,440","$213,701,600,925"
,2021-Dec,Non-Cross TSX-Listed,"$333,586,819,382","$213,701,600,925"
,2021-Dec,Non-Cross TSXV-Listed,"$5,014,384,489",
,2021-Dec,Non-Cross CSE-Listed,"$2,143,284,855",
,2021-Dec,Non-Cross NEO-Listed,"$879,336,714",
,2021-Dec,Intentional Cross Trade All Listing Total,"$27,322,938,376","$3,736,612,570"
,2021-Dec,Intentional Cross TSX-Listed,"$26,427,515,700","$3,736,612,570"
,2021-Dec,Intentional Cross TSXV-Listed,"$326,868,356",
,2021-Dec,Intentional Cross CSE-Listed,"$143,352,654",
,2021-Dec,Intentional Cross NEO-Listed,"$425,201,666",
,2022-Jan,All Trade All Listing Total,"$427,367,154,828","$241,434,933,058"
,2022-Jan,Non-Cross Trade All Listing Total,"$389,905,255,919","$235,364,980,216"
,2022-Jan,Non-Cross TSX-Listed,"$382,412,194,223","$235,364,980,216"
,2022-Jan,Non-Cross TSXV-Listed,"$4,527,512,755",
,2022-Jan,Non-Cross CSE-Listed,"$1,891,980,577",
,2022-Jan,Non-Cross NEO-Listed,"$1,073,568,364",
,2022-Jan,Intentional Cross Trade All Listing Total,"$37,461,898,909","$6,069,952,841"
,2022-Jan,Intentional Cross TSX-Listed,"$36,473,031,522","$6,069,952,841"
,2022-Jan,Intentional Cross TSXV-Listed,"$266,912,511",
,2022-Jan,Intentional Cross CSE-Listed,"$45,723,515",
,2022-Jan,Intentional Cross NEO-Listed,"$676,231,360",
,2022-feb,All Trade All Listing Total,"$390,218,911,474","$229,479,806,901"
,2022-feb,Non-Cross Trade All Listing Total,"$356,081,815,215","$222,987,405,424"
,2022-feb,Non-Cross TSX-Listed,"$349,408,842,289","$222,987,405,424"
,2022-feb,Non-Cross TSXV-Listed,"$3,628,353,214",
,2022-feb,Non-Cross CSE-Listed,"$1,954,751,836",
,2022-feb,Non-Cross NEO-Listed,"$1,089,867,877",
,2022-feb,Intentional Cross Trade All Listing Total,"$34,137,096,259","$6,492,401,477"
,2022-feb,Intentional Cross TSX-Listed,"$33,199,240,321","$6,492,401,477"
,2022-feb,Intentional Cross TSXV-Listed,"$286,321,788",
,2022-feb,Intentional Cross CSE-Listed,"$171,294,190",
,2022-feb,Intentional Cross NEO-Listed,"$480,239,960",
,2022-mar,All Trade All Listing Total,"$546,389,332,767","$326,544,926,509"
,2022-mar,Non-Cross Trade All Listing Total,"$503,311,077,896","$320,172,893,525"
,2022-mar,Non-Cross TSX-Listed,"$495,787,415,153","$320,172,893,525"
,2022-mar,Non-Cross TSXV-Listed,"$4,573,911,437",
,2022-mar,Non-Cross CSE-Listed,"$1,629,748,081",
,2022-mar,Non-Cross NEO-Listed,"$1,320,003,225",
,2022-mar,Intentional Cross Trade All Listing Total,"$43,078,254,871","$6,372,032,983"
,2022-mar,Intentional Cross TSX-Listed,"$42,243,931,441","$6,372,032,983"
,2022-mar,Intentional Cross TSXV-Listed,"$171,690,876",
,2022-mar,Intentional Cross CSE-Listed,"$63,353,356",
,2022-mar,Intentional Cross NEO-Listed,"$599,279,198",
,2022-Apr,All Trade All Listing Total,"$390,628,947,030","$229,518,681,939"
,2022-Apr,Non-Cross Trade All Listing Total,"$358,989,538,917","$224,564,083,304"
,2022-Apr,Non-Cross TSX-Listed,"$353,286,491,895","$224,564,083,304"
,2022-Apr,Non-Cross TSXV-Listed,"$3,353,887,964",
,2022-Apr,Non-Cross CSE-Listed,"$1,309,568,991",
,2022-Apr,Non-Cross NEO-Listed,"$1,039,590,068",
,2022-Apr,Intentional Cross Trade All Listing Total,"$31,639,408,112","$4,954,598,635"
,2022-Apr,Intentional Cross TSX-Listed,"$31,108,682,895","$4,954,598,635"
,2022-Apr,Intentional Cross TSXV-Listed,"$145,088,059",
,2022-Apr,Intentional Cross CSE-Listed,"$49,574,844",
,2022-Apr,Intentional Cross NEO-Listed,"$336,062,314",
,2022-may,All Trade All Listing Total,"$428,872,982,572","$257,853,585,461"
,2022-may,Non-Cross Trade All Listing Total,"$395,482,381,606","$251,146,301,973"
,2022-may,Non-Cross TSX-Listed,"$390,779,546,310","$251,146,301,973"
,2022-may,Non-Cross TSXV-Listed,"$2,594,926,855",
,2022-may,Non-Cross CSE-Listed,"$1,113,323,690",
,2022-may,Non-Cross NEO-Listed,"$994,584,751",
,2022-may,Intentional Cross Trade All Listing Total,"$33,390,600,966","$6,707,283,488"
,2022-may,Intentional Cross TSX-Listed,"$32,890,119,915","$6,707,283,488"
,2022-may,Intentional Cross TSXV-Listed,"$116,960,674",
,2022-may,Intentional Cross CSE-Listed,"$38,142,238",
,2022-may,Intentional Cross NEO-Listed,"$345,378,138",
,2022-jun,All Trade All Listing Total,"$422,166,478,367","$256,203,516,442"
,2022-jun,Non-Cross Trade All Listing Total,"$385,098,164,821","$250,371,870,082"
,2022-jun,Non-Cross TSX-Listed,"$381,219,505,621","$250,371,870,082"
,2022-jun,Non-Cross TSXV-Listed,"$2,108,769,088",
,2022-jun,Non-Cross CSE-Listed,"$804,914,720",
,2022-jun,Non-Cross NEO-Listed,"$964,975,392",
,2022-jun,Intentional Cross Trade All Listing Total,"$37,068,313,546","$5,831,646,360"
,2022-jun,Intentional Cross TSX-Listed,"$36,500,428,194","$5,831,646,360"
,2022-jun,Intentional Cross TSXV-Listed,"$93,255,310",
,2022-jun,Intentional Cross CSE-Listed,"$37,093,444",
,2022-jun,Intentional Cross NEO-Listed,"$437,536,598",
,2022-jul,All Trade All Listing Total,"$315,921,088,777","$190,855,443,588"
,2022-jul,Non-Cross Trade All Listing Total,"$286,956,433,020","$184,605,286,743"
,2022-jul,Non-Cross TSX-Listed,"$284,136,031,447","$184,605,286,743"
,2022-jul,Non-Cross TSXV-Listed,"$1,505,358,596",
,2022-jul,Non-Cross CSE-Listed,"$650,405,534",
,2022-jul,Non-Cross NEO-Listed,"$664,637,443",
,2022-jul,Intentional Cross Trade All Listing Total,"$28,964,655,757","$6,250,156,846"
,2022-jul,Intentional Cross TSX-Listed,"$28,185,334,448","$6,250,156,846"
,2022-jul,Intentional Cross TSXV-Listed,"$72,407,755",
,2022-jul,Intentional Cross CSE-Listed,"$43,796,709",
,2022-jul,Intentional Cross NEO-Listed,"$663,116,846",
,2022-Aug,All Trade All Listing Total,"$344,814,882,041","$211,337,564,136"
,2022-Aug,Non-Cross Trade All Listing Total,"$315,428,855,444","$205,685,404,040"
,2022-Aug,Non-Cross TSX-Listed,"$311,666,216,628","$205,685,404,040"
,2022-Aug,Non-Cross TSXV-Listed,"$1,993,019,833",
,2022-Aug,Non-Cross CSE-Listed,"$872,013,877",
,2022-Aug,Non-Cross NEO-Listed,"$897,605,106",
,2022-Aug,Intentional Cross Trade All Listing Total,"$29,386,026,596","$5,652,160,096"
,2022-Aug,Intentional Cross TSX-Listed,"$28,651,453,294","$5,652,160,096"
,2022-Aug,Intentional Cross TSXV-Listed,"$62,028,130",
,2022-Aug,Intentional Cross CSE-Listed,"$37,877,569",
,2022-Aug,Intentional Cross NEO-Listed,"$634,667,603",
,2022-Sep,All Trade All Listing Total,"$355,213,917,371","$222,135,737,278"
,2022-Sep,Non-Cross Trade All Listing Total,"$325,206,372,407","$217,397,649,230"
,2022-Sep,Non-Cross TSX-Listed,"$321,897,350,479","$217,397,649,230"
,2022-Sep,Non-Cross TSXV-Listed,"$1,756,438,400",
,2022-Sep,Non-Cross CSE-Listed,"$643,917,584",
,2022-Sep,Non-Cross NEO-Listed,"$908,665,944",
,2022-Sep,Intentional Cross Trade All Listing Total,"$30,007,544,964","$4,738,088,048"
,2022-Sep,Intentional Cross TSX-Listed,"$28,818,302,580","$4,738,088,048"
,2022-Sep,Intentional Cross TSXV-Listed,"$75,801,943",
,2022-Sep,Intentional Cross CSE-Listed,"$29,449,554",
,2022-Sep,Intentional Cross NEO-Listed,"$1,083,990,887",
,2022-oct,All Trade All Listing Total,"$334,878,679,705","$198,074,507,760"
,2022-oct,Non-Cross Trade All Listing Total,"$304,322,880,035","$194,035,318,526"
,2022-oct,Non-Cross TSX-Listed,"$300,885,301,551","$194,035,318,526"
,2022-oct,Non-Cross TSXV-Listed,"$1,473,902,620",
,2022-oct,Non-Cross CSE-Listed,"$957,709,137",
,2022-oct,Non-Cross NEO-Listed,"$1,005,966,727",
,2022-oct,Intentional Cross Trade All Listing Total,"$30,555,799,670","$4,039,189,234"
,2022-oct,Intentional Cross TSX-Listed,"$29,573,470,108","$4,039,189,234"
,2022-oct,Intentional Cross TSXV-Listed,"$94,053,810",
,2022-oct,Intentional Cross CSE-Listed,"$46,893,081",
,2022-oct,Intentional Cross NEO-Listed,"$841,382,671",
,2022-nov,All Trade All Listing Total,"$388,632,727,757","$231,872,404,690"
,2022-nov,Non-Cross Trade All Listing Total,"$348,755,963,406","$225,227,481,257"
,2022-nov,Non-Cross TSX-Listed,"$344,961,810,887","$225,227,481,257"
,2022-nov,Non-Cross TSXV-Listed,"$1,783,831,515",
,2022-nov,Non-Cross CSE-Listed,"$793,018,109",
,2022-nov,Non-Cross NEO-Listed,"$1,217,302,894",
,2022-nov,Intentional Cross Trade All Listing Total,"$39,876,764,351","$6,644,923,433"
,2022-nov,Intentional Cross TSX-Listed,"$38,460,517,204","$6,644,923,433"
,2022-nov,Intentional Cross TSXV-Listed,"$95,503,981",
,2022-nov,Intentional Cross CSE-Listed,"$32,826,536",
,2022-nov,Intentional Cross NEO-Listed,"$1,287,916,630",
