,,,,
,Month,Trade Type and Listing Market,All Traded Marketplaces,Toronto Stock Exchange
,2020-oct,Non-Cross NEO-Listed,"325,121,786",
,2020-oct,Intentional Cross Trade All Listing Total,"1,565,934,758","317,045,996"
,2020-oct,Intentional Cross TSX-Listed,"1,329,857,509","317,045,996"
,2020-oct,Intentional Cross TSXV-Listed,"176,350,827",
,2020-oct,Intentional Cross CSE-Listed,"45,525,411",
,2020-oct,Intentional Cross NEO-Listed,"14,201,011",
,2020-nov,All Trade All Listing Total,"28,205,041,877","9,762,849,821"
,2020-nov,Non-Cross Trade All Listing Total,"26,078,332,515","9,262,618,154"
,2020-nov,Non-Cross TSX-Listed,"15,752,499,190","9,262,618,154"
,2020-nov,Non-Cross TSXV-Listed,"6,639,323,195",
,2020-nov,Non-Cross CSE-Listed,"3,357,995,507",
,2020-nov,Non-Cross NEO-Listed,"328,514,623",
,2020-nov,Intentional Cross Trade All Listing Total,"2,126,709,362","500,231,667"
,2020-nov,Intentional Cross TSX-Listed,"1,845,001,155","500,231,667"
,2020-nov,Intentional Cross TSXV-Listed,"204,881,331",
,2020-nov,Intentional Cross CSE-Listed,"55,380,232",
,2020-nov,Intentional Cross NEO-Listed,"21,446,644",
,2020-Dec,All Trade All Listing Total,"35,308,477,022","9,380,626,675"
,2020-Dec,Non-Cross Trade All Listing Total,"33,180,332,743","9,006,500,686"
,2020-Dec,Non-Cross TSX-Listed,"15,135,651,097","9,006,500,686"
,2020-Dec,Non-Cross TSXV-Listed,"10,890,958,647",
,2020-Dec,Non-Cross CSE-Listed,"6,717,537,272",
,2020-Dec,Non-Cross NEO-Listed,"436,185,727",
,2020-Dec,Intentional Cross Trade All Listing Total,"2,128,144,279","374,125,989"
,2020-Dec,Intentional Cross TSX-Listed,"1,659,888,981","374,125,989"
,2020-Dec,Intentional Cross TSXV-Listed,"335,065,254",
,2020-Dec,Intentional Cross CSE-Listed,"113,866,571",
,2020-Dec,Intentional Cross NEO-Listed,"19,323,473",
,2021-Jan,All Trade All Listing Total,"42,495,262,497","9,828,258,617"
,2021-Jan,Non-Cross Trade All Listing Total,"40,087,119,589","9,398,188,009"
,2021-Jan,Non-Cross TSX-Listed,"16,448,308,127","9,398,188,009"
,2021-Jan,Non-Cross TSXV-Listed,"14,302,263,797",
,2021-Jan,Non-Cross CSE-Listed,"8,814,335,312",
,2021-Jan,Non-Cross NEO-Listed,"522,212,353",
,2021-Jan,Intentional Cross Trade All Listing Total,"2,408,142,908","430,070,608"
,2021-Jan,Intentional Cross TSX-Listed,"1,868,169,100","430,070,608"
,2021-Jan,Intentional Cross TSXV-Listed,"433,179,575",
,2021-Jan,Intentional Cross CSE-Listed,"83,469,304",
,2021-Jan,Intentional Cross NEO-Listed,"23,324,929",
,2021-feb,All Trade All Listing Total,"54,753,391,247","12,113,806,831"
,2021-feb,Non-Cross Trade All Listing Total,"52,293,041,864","11,644,341,066"
,2021-feb,Non-Cross TSX-Listed,"20,319,189,549","11,644,341,066"
,2021-feb,Non-Cross TSXV-Listed,"18,662,725,831",
,2021-feb,Non-Cross CSE-Listed,"12,829,252,574",
,2021-feb,Non-Cross NEO-Listed,"481,873,910",
,2021-feb,Intentional Cross Trade All Listing Total,"2,460,349,383","469,465,765"
,2021-feb,Intentional Cross TSX-Listed,"2,014,559,938","469,465,765"
,2021-feb,Intentional Cross TSXV-Listed,"339,852,246",
,2021-feb,Intentional Cross CSE-Listed,"85,864,006",
,2021-feb,Intentional Cross NEO-Listed,"20,073,193",
,2021-mar,All Trade All Listing Total,"44,122,981,473","12,043,983,818"
,2021-mar,Non-Cross Trade All Listing Total,"41,748,591,097","11,566,446,356"
,2021-mar,Non-Cross TSX-Listed,"19,639,256,057","11,566,446,356"
,2021-mar,Non-Cross TSXV-Listed,"13,402,515,635",
,2021-mar,Non-Cross CSE-Listed,"8,166,494,582",
,2021-mar,Non-Cross NEO-Listed,"540,324,823",
,2021-mar,Intentional Cross Trade All Listing Total,"2,374,390,376","477,537,462"
,2021-mar,Intentional Cross TSX-Listed,"1,923,433,588","477,537,462"
,2021-mar,Intentional Cross TSXV-Listed,"343,800,238",
,2021-mar,Intentional Cross CSE-Listed,"90,816,702",
,2021-mar,Intentional Cross NEO-Listed,"16,339,848",
,2021-Apr,All Trade All Listing Total,"29,320,874,427","7,878,537,897"
,2021-Apr,Non-Cross Trade All Listing Total,"27,251,411,817","7,528,898,545"
,2021-Apr,Non-Cross TSX-Listed,"13,307,309,488","7,528,898,545"
,2021-Apr,Non-Cross TSXV-Listed,"8,653,127,014",
,2021-Apr,Non-Cross CSE-Listed,"4,945,863,383",
,2021-Apr,Non-Cross NEO-Listed,"345,111,932",
,2021-Apr,Intentional Cross Trade All Listing Total,"2,069,462,610","349,639,352"
,2021-Apr,Intentional Cross TSX-Listed,"1,622,316,133","349,639,352"
,2021-Apr,Intentional Cross TSXV-Listed,"272,789,272",
,2021-Apr,Intentional Cross CSE-Listed,"139,041,415",
,2021-Apr,Intentional Cross NEO-Listed,"35,315,790",
,2021-may,All Trade All Listing Total,"29,277,646,248","8,682,412,501"
,2021-may,Non-Cross Trade All Listing Total,"27,203,061,151","8,310,505,587"
,2021-may,Non-Cross TSX-Listed,"14,586,322,981","8,310,505,587"
,2021-may,Non-Cross TSXV-Listed,"8,492,075,938",
,2021-may,Non-Cross CSE-Listed,"3,876,930,933",
,2021-may,Non-Cross NEO-Listed,"247,731,299",
,2021-may,Intentional Cross Trade All Listing Total,"2,074,585,097","371,906,914"
,2021-may,Intentional Cross TSX-Listed,"1,660,137,416","371,906,914"
,2021-may,Intentional Cross TSXV-Listed,"267,495,809",
,2021-may,Intentional Cross CSE-Listed,"103,009,727",
,2021-may,Intentional Cross NEO-Listed,"43,942,145",
,2021-jun,All Trade All Listing Total,"28,579,427,774","8,616,874,731"
,2021-jun,Non-Cross Trade All Listing Total,"26,716,506,437","8,267,815,546"
,2021-jun,Non-Cross TSX-Listed,"14,395,735,164","8,267,815,546"
,2021-jun,Non-Cross TSXV-Listed,"7,762,903,185",
,2021-jun,Non-Cross CSE-Listed,"4,198,656,938",
,2021-jun,Non-Cross NEO-Listed,"359,211,150",
,2021-jun,Intentional Cross Trade All Listing Total,"1,862,921,337","349,059,185"
,2021-jun,Intentional Cross TSX-Listed,"1,474,867,240","349,059,185"
,2021-jun,Intentional Cross TSXV-Listed,"256,713,697",
,2021-jun,Intentional Cross CSE-Listed,"110,287,706",
,2021-jun,Intentional Cross NEO-Listed,"21,052,694",
,2021-jul,All Trade All Listing Total,"21,741,125,478","6,256,494,206"
,2021-jul,Non-Cross Trade All Listing Total,"20,350,743,178","6,048,303,378"
,2021-jul,Non-Cross TSX-Listed,"10,870,714,518","6,048,303,378"
,2021-jul,Non-Cross TSXV-Listed,"5,829,304,414",
,2021-jul,Non-Cross CSE-Listed,"3,194,842,464",
,2021-jul,Non-Cross NEO-Listed,"455,881,782",
,2021-jul,Intentional Cross Trade All Listing Total,"1,390,382,300","208,190,828"
,2021-jul,Intentional Cross TSX-Listed,"1,042,589,498","208,190,828"
,2021-jul,Intentional Cross TSXV-Listed,"214,455,091",
,2021-jul,Intentional Cross CSE-Listed,"68,882,617",
,2021-jul,Intentional Cross NEO-Listed,"64,455,094",
,2021-Aug,All Trade All Listing Total,"21,576,472,079","6,429,009,165"
,2021-Aug,Non-Cross Trade All Listing Total,"20,160,331,310","6,185,693,468"
,2021-Aug,Non-Cross TSX-Listed,"11,078,659,578","6,185,693,468"
,2021-Aug,Non-Cross TSXV-Listed,"5,574,357,046",
,2021-Aug,Non-Cross CSE-Listed,"3,098,623,471",
,2021-Aug,Non-Cross NEO-Listed,"408,691,215",
,2021-Aug,Intentional Cross Trade All Listing Total,"1,416,140,769","243,315,697"
,2021-Aug,Intentional Cross TSX-Listed,"1,176,014,406","243,315,697"
,2021-Aug,Intentional Cross TSXV-Listed,"169,941,355",
,2021-Aug,Intentional Cross CSE-Listed,"57,334,882",
,2021-Aug,Intentional Cross NEO-Listed,"12,850,126",
,2021-Sep,All Trade All Listing Total,"26,503,656,368","8,542,713,147"
,2021-Sep,Non-Cross Trade All Listing Total,"24,836,156,585","8,186,196,262"
,2021-Sep,Non-Cross TSX-Listed,"14,116,988,025","8,186,196,262"
,2021-Sep,Non-Cross TSXV-Listed,"7,119,686,326",
,2021-Sep,Non-Cross CSE-Listed,"3,182,517,334",
,2021-Sep,Non-Cross NEO-Listed,"416,964,900",
,2021-Sep,Intentional Cross Trade All Listing Total,"1,667,499,783","356,516,885"
,2021-Sep,Intentional Cross TSX-Listed,"1,366,190,906","356,516,885"
,2021-Sep,Intentional Cross TSXV-Listed,"208,025,976",
,2021-Sep,Intentional Cross CSE-Listed,"66,019,725",
,2021-Sep,Intentional Cross NEO-Listed,"27,263,176",
,2021-oct,All Trade All Listing Total,"24,692,501,216","7,390,672,042"
,2021-oct,Non-Cross Trade All Listing Total,"22,965,456,289","7,016,053,912"
,2021-oct,Non-Cross TSX-Listed,"12,597,870,162","7,016,053,912"
,2021-oct,Non-Cross TSXV-Listed,"6,994,307,536",
,2021-oct,Non-Cross CSE-Listed,"2,999,633,762",
,2021-oct,Non-Cross NEO-Listed,"373,644,829",
,2021-oct,Intentional Cross Trade All Listing Total,"1,727,044,927","374,618,130"
,2021-oct,Intentional Cross TSX-Listed,"1,378,081,131","374,618,130"
,2021-oct,Intentional Cross TSXV-Listed,"260,603,574",
,2021-oct,Intentional Cross CSE-Listed,"74,474,948",
,2021-oct,Intentional Cross NEO-Listed,"13,885,274",
,2021-nov,All Trade All Listing Total,"29,790,462,313","9,365,521,569"
,2021-nov,Non-Cross Trade All Listing Total,"27,753,499,271","8,963,587,449"
,2021-nov,Non-Cross TSX-Listed,"15,503,014,073","8,963,587,449"
,2021-nov,Non-Cross TSXV-Listed,"7,997,868,797",
,2021-nov,Non-Cross CSE-Listed,"3,818,488,021",
,2021-nov,Non-Cross NEO-Listed,"434,128,380",
,2021-nov,Intentional Cross Trade All Listing Total,"2,036,963,042","401,934,120"
,2021-nov,Intentional Cross TSX-Listed,"1,612,920,213","401,934,120"
,2021-nov,Intentional Cross TSXV-Listed,"315,209,510",
,2021-nov,Intentional Cross CSE-Listed,"93,372,509",
,2021-nov,Intentional Cross NEO-Listed,"15,460,810",
,2021-Dec,All Trade All Listing Total,"24,474,421,610","8,247,947,967"
,2021-Dec,Non-Cross Trade All Listing Total,"22,797,986,068","7,968,393,972"
,2021-Dec,Non-Cross TSX-Listed,"13,586,852,571","7,968,393,972"
,2021-Dec,Non-Cross TSXV-Listed,"6,033,653,575",
,2021-Dec,Non-Cross CSE-Listed,"2,874,439,947",
,2021-Dec,Non-Cross NEO-Listed,"303,039,975",
,2021-Dec,Intentional Cross Trade All Listing Total,"1,676,435,542","279,553,995"
,2021-Dec,Intentional Cross TSX-Listed,"1,343,425,048","279,553,995"
,2021-Dec,Intentional Cross TSXV-Listed,"243,735,973",
,2021-Dec,Intentional Cross CSE-Listed,"66,648,715",
,2021-Dec,Intentional Cross NEO-Listed,"22,625,806",
,2022-Jan,All Trade All Listing Total,"25,755,124,017","8,468,976,276"
,2022-Jan,Non-Cross Trade All Listing Total,"23,783,859,374","8,152,708,913"
,2022-Jan,Non-Cross TSX-Listed,"14,500,840,424","8,152,708,913"
,2022-Jan,Non-Cross TSXV-Listed,"6,114,995,520",
,2022-Jan,Non-Cross CSE-Listed,"2,905,459,982",
,2022-Jan,Non-Cross NEO-Listed,"262,563,448",
,2022-Jan,Intentional Cross Trade All Listing Total,"1,971,264,643","316,267,363"
,2022-Jan,Intentional Cross TSX-Listed,"1,684,895,008","316,267,363"
,2022-Jan,Intentional Cross TSXV-Listed,"213,894,977",
,2022-Jan,Intentional Cross CSE-Listed,"43,770,418",
,2022-Jan,Intentional Cross NEO-Listed,"28,704,240",
,2022-feb,All Trade All Listing Total,"23,579,673,316","8,576,431,622"
,2022-feb,Non-Cross Trade All Listing Total,"21,802,932,409","8,223,519,747"
,2022-feb,Non-Cross TSX-Listed,"13,990,694,883","8,223,519,747"
,2022-feb,Non-Cross TSXV-Listed,"5,076,074,144",
,2022-feb,Non-Cross CSE-Listed,"2,504,569,579",
,2022-feb,Non-Cross NEO-Listed,"231,593,803",
,2022-feb,Intentional Cross Trade All Listing Total,"1,776,740,907","352,911,875"
,2022-feb,Intentional Cross TSX-Listed,"1,544,587,049","352,911,875"
,2022-feb,Intentional Cross TSXV-Listed,"140,570,724",
,2022-feb,Intentional Cross CSE-Listed,"68,936,809",
,2022-feb,Intentional Cross NEO-Listed,"22,646,325",
,2022-mar,All Trade All Listing Total,"31,281,352,861","11,460,184,555"
,2022-mar,Non-Cross Trade All Listing Total,"29,114,525,916","11,090,694,814"
,2022-mar,Non-Cross TSX-Listed,"18,975,421,421","11,090,694,814"
,2022-mar,Non-Cross TSXV-Listed,"7,066,996,874",
,2022-mar,Non-Cross CSE-Listed,"2,779,301,049",
,2022-mar,Non-Cross NEO-Listed,"292,806,572",
,2022-mar,Intentional Cross Trade All Listing Total,"2,166,826,945","369,489,741"
,2022-mar,Intentional Cross TSX-Listed,"1,945,120,433","369,489,741"
,2022-mar,Intentional Cross TSXV-Listed,"159,087,814",
,2022-mar,Intentional Cross CSE-Listed,"30,137,532",
,2022-mar,Intentional Cross NEO-Listed,"32,481,166",
,2022-Apr,All Trade All Listing Total,"23,743,485,674","8,149,605,304"
,2022-Apr,Non-Cross Trade All Listing Total,"21,957,693,524","7,831,197,555"
,2022-Apr,Non-Cross TSX-Listed,"13,715,450,683","7,831,197,555"
,2022-Apr,Non-Cross TSXV-Listed,"5,566,179,636",
,2022-Apr,Non-Cross CSE-Listed,"2,379,633,746",
,2022-Apr,Non-Cross NEO-Listed,"296,429,459",
,2022-Apr,Intentional Cross Trade All Listing Total,"1,785,792,150","318,407,749"
,2022-Apr,Intentional Cross TSX-Listed,"1,510,861,155","318,407,749"
,2022-Apr,Intentional Cross TSXV-Listed,"222,886,246",
,2022-Apr,Intentional Cross CSE-Listed,"33,064,975",
,2022-Apr,Intentional Cross NEO-Listed,"18,979,774",
,2022-may,All Trade All Listing Total,"25,187,663,090","9,724,987,329"
,2022-may,Non-Cross Trade All Listing Total,"23,232,399,861","9,414,167,635"
,2022-may,Non-Cross TSX-Listed,"16,302,856,070","9,414,167,635"
,2022-may,Non-Cross TSXV-Listed,"4,792,242,553",
,2022-may,Non-Cross CSE-Listed,"1,867,817,285",
,2022-may,Non-Cross NEO-Listed,"269,483,953",
,2022-may,Intentional Cross Trade All Listing Total,"1,955,263,229","310,819,694"
,2022-may,Intentional Cross TSX-Listed,"1,765,906,648","310,819,694"
,2022-may,Intentional Cross TSXV-Listed,"145,599,777",
,2022-may,Intentional Cross CSE-Listed,"24,027,492",
,2022-may,Intentional Cross NEO-Listed,"19,729,312",
,2022-jun,All Trade All Listing Total,"23,927,610,803","9,567,310,325"
,2022-jun,Non-Cross Trade All Listing Total,"22,149,314,630","9,258,783,508"
,2022-jun,Non-Cross TSX-Listed,"15,906,015,632","9,258,783,508"
,2022-jun,Non-Cross TSXV-Listed,"4,432,250,944",
,2022-jun,Non-Cross CSE-Listed,"1,594,597,968",
,2022-jun,Non-Cross NEO-Listed,"216,450,086",
,2022-jun,Intentional Cross Trade All Listing Total,"1,778,296,173","308,526,817"
,2022-jun,Intentional Cross TSX-Listed,"1,615,001,676","308,526,817"
,2022-jun,Intentional Cross TSXV-Listed,"114,035,726",
,2022-jun,Intentional Cross CSE-Listed,"28,629,631",
,2022-jun,Intentional Cross NEO-Listed,"20,629,140",
,2022-jul,All Trade All Listing Total,"18,254,497,708","7,213,159,376"
,2022-jul,Non-Cross Trade All Listing Total,"16,845,874,509","6,918,364,139"
,2022-jul,Non-Cross TSX-Listed,"11,993,540,894","6,918,364,139"
,2022-jul,Non-Cross TSXV-Listed,"3,289,168,907",
,2022-jul,Non-Cross CSE-Listed,"1,414,082,603",
,2022-jul,Non-Cross NEO-Listed,"149,082,105",
,2022-jul,Intentional Cross Trade All Listing Total,"1,408,623,199","294,795,237"
,2022-jul,Intentional Cross TSX-Listed,"1,265,721,780","294,795,237"
,2022-jul,Intentional Cross TSXV-Listed,"77,185,483",
,2022-jul,Intentional Cross CSE-Listed,"36,761,818",
,2022-jul,Intentional Cross NEO-Listed,"28,954,118",
,2022-Aug,All Trade All Listing Total,"20,209,459,745","7,864,773,517"
,2022-Aug,Non-Cross Trade All Listing Total,"18,820,415,488","7,618,956,590"
,2022-Aug,Non-Cross TSX-Listed,"12,757,509,780","7,618,956,590"
,2022-Aug,Non-Cross TSXV-Listed,"4,139,175,555",
,2022-Aug,Non-Cross CSE-Listed,"1,679,888,479",
,2022-Aug,Non-Cross NEO-Listed,"243,841,674",
,2022-Aug,Intentional Cross Trade All Listing Total,"1,389,044,257","245,816,927"
,2022-Aug,Intentional Cross TSX-Listed,"1,227,346,489","245,816,927"
,2022-Aug,Intentional Cross TSXV-Listed,"105,324,009",
,2022-Aug,Intentional Cross CSE-Listed,"32,993,677",
,2022-Aug,Intentional Cross NEO-Listed,"23,380,082",
,2022-Sep,All Trade All Listing Total,"19,959,113,706","8,029,460,475"
,2022-Sep,Non-Cross Trade All Listing Total,"18,488,932,444","7,813,530,629"
,2022-Sep,Non-Cross TSX-Listed,"12,694,333,063","7,813,530,629"
,2022-Sep,Non-Cross TSXV-Listed,"4,005,851,315",
,2022-Sep,Non-Cross CSE-Listed,"1,593,724,115",
,2022-Sep,Non-Cross NEO-Listed,"195,023,951",
,2022-Sep,Intentional Cross Trade All Listing Total,"1,470,181,262","215,929,846"
,2022-Sep,Intentional Cross TSX-Listed,"1,266,099,214","215,929,846"
,2022-Sep,Intentional Cross TSXV-Listed,"117,324,678",
,2022-Sep,Intentional Cross CSE-Listed,"47,384,821",
,2022-Sep,Intentional Cross NEO-Listed,"39,372,549",
,2022-oct,All Trade All Listing Total,"19,187,144,549","7,140,908,415"
,2022-oct,Non-Cross Trade All Listing Total,"17,609,901,730","6,917,424,458"
,2022-oct,Non-Cross TSX-Listed,"11,751,896,024","6,917,424,458"
,2022-oct,Non-Cross TSXV-Listed,"3,984,586,861",
,2022-oct,Non-Cross CSE-Listed,"1,604,327,488",
,2022-oct,Non-Cross NEO-Listed,"269,091,357",
,2022-oct,Intentional Cross Trade All Listing Total,"1,577,242,819","223,483,957"
,2022-oct,Intentional Cross TSX-Listed,"1,354,961,546","223,483,957"
,2022-oct,Intentional Cross TSXV-Listed,"139,812,472",
,2022-oct,Intentional Cross CSE-Listed,"38,141,734",
,2022-oct,Intentional Cross NEO-Listed,"44,327,067",
,2022-nov,All Trade All Listing Total,"22,723,370,894","8,634,492,240"
,2022-nov,Non-Cross Trade All Listing Total,"20,757,489,252","8,341,292,950"
,2022-nov,Non-Cross TSX-Listed,"13,910,612,854","8,341,292,950"
,2022-nov,Non-Cross TSXV-Listed,"4,870,627,661",
,2022-nov,Non-Cross CSE-Listed,"1,746,757,359",
,2022-nov,Non-Cross NEO-Listed,"229,491,378",
,2022-nov,Intentional Cross Trade All Listing Total,"1,965,881,642","293,199,290"
,2022-nov,Intentional Cross TSX-Listed,"1,705,798,425","293,199,290"
,2022-nov,Intentional Cross TSXV-Listed,"175,150,083",
,2022-nov,Intentional Cross CSE-Listed,"37,001,230",
,2022-nov,Intentional Cross NEO-Listed,"47,931,904",
