,,,,
,,,,
,Month,Trade Type and Listing Market,All Traded Marketplaces,Toronto Stock Exchange
,2020-Sep,Intentional Cross TSXV-Listed,"2,736",
,2020-Sep,Intentional Cross CSE-Listed,318,
,2020-Sep,Intentional Cross NEO-Listed,360,
,2020-oct,All Trade All Listing Total,"40,338,244","19,805,615"
,2020-oct,Non-Cross Trade All Listing Total,"40,307,577","19,799,215"
,2020-oct,Non-Cross TSX-Listed,"37,016,059","19,799,215"
,2020-oct,Non-Cross TSXV-Listed,"2,321,914",
,2020-oct,Non-Cross CSE-Listed,"871,284",
,2020-oct,Non-Cross NEO-Listed,"98,320",
,2020-oct,Intentional Cross Trade All Listing Total,"30,667","6,400"
,2020-oct,Intentional Cross TSX-Listed,"27,509","6,400"
,2020-oct,Intentional Cross TSXV-Listed,"2,467",
,2020-oct,Intentional Cross CSE-Listed,374,
,2020-oct,Intentional Cross NEO-Listed,317,
,2020-nov,All Trade All Listing Total,"51,734,021","25,380,077"
,2020-nov,Non-Cross Trade All Listing Total,"51,694,720","25,370,575"
,2020-nov,Non-Cross TSX-Listed,"47,690,981","25,370,575"
,2020-nov,Non-Cross TSXV-Listed,"2,600,467",
,2020-nov,Non-Cross CSE-Listed,"1,222,152",
,2020-nov,Non-Cross NEO-Listed,"181,120",
,2020-nov,Intentional Cross Trade All Listing Total,"39,301","9,502"
,2020-nov,Intentional Cross TSX-Listed,"35,330","9,502"
,2020-nov,Intentional Cross TSXV-Listed,"3,082",
,2020-nov,Intentional Cross CSE-Listed,519,
,2020-nov,Intentional Cross NEO-Listed,370,
,2020-Dec,All Trade All Listing Total,"49,987,942","22,635,212"
,2020-Dec,Non-Cross Trade All Listing Total,"49,944,084","22,626,884"
,2020-Dec,Non-Cross TSX-Listed,"43,536,857","22,626,884"
,2020-Dec,Non-Cross TSXV-Listed,"4,131,039",
,2020-Dec,Non-Cross CSE-Listed,"1,789,292",
,2020-Dec,Non-Cross NEO-Listed,"486,896",
,2020-Dec,Intentional Cross Trade All Listing Total,"43,858","8,328"
,2020-Dec,Intentional Cross TSX-Listed,"36,452","8,328"
,2020-Dec,Intentional Cross TSXV-Listed,"6,310",
,2020-Dec,Intentional Cross CSE-Listed,645,
,2020-Dec,Intentional Cross NEO-Listed,451,
,2021-Jan,All Trade All Listing Total,"57,972,415","25,289,300"
,2021-Jan,Non-Cross Trade All Listing Total,"57,919,686","25,280,460"
,2021-Jan,Non-Cross TSX-Listed,"49,142,977","25,280,460"
,2021-Jan,Non-Cross TSXV-Listed,"5,950,720",
,2021-Jan,Non-Cross CSE-Listed,"2,433,878",
,2021-Jan,Non-Cross NEO-Listed,"392,111",
,2021-Jan,Intentional Cross Trade All Listing Total,"52,729","8,840"
,2021-Jan,Intentional Cross TSX-Listed,"41,696","8,840"
,2021-Jan,Intentional Cross TSXV-Listed,"9,241",
,2021-Jan,Intentional Cross CSE-Listed,"1,314",
,2021-Jan,Intentional Cross NEO-Listed,478,
,2021-feb,All Trade All Listing Total,"68,731,821","28,324,005"
,2021-feb,Non-Cross Trade All Listing Total,"68,678,027","28,314,490"
,2021-feb,Non-Cross TSX-Listed,"55,374,090","28,314,490"
,2021-feb,Non-Cross TSXV-Listed,"9,068,309",
,2021-feb,Non-Cross CSE-Listed,"3,751,423",
,2021-feb,Non-Cross NEO-Listed,"484,205",
,2021-feb,Intentional Cross Trade All Listing Total,"53,794","9,515"
,2021-feb,Intentional Cross TSX-Listed,"43,134","9,515"
,2021-feb,Intentional Cross TSXV-Listed,"8,794",
,2021-feb,Intentional Cross CSE-Listed,"1,362",
,2021-feb,Intentional Cross NEO-Listed,504,
,2021-mar,All Trade All Listing Total,"70,368,860","30,889,577"
,2021-mar,Non-Cross Trade All Listing Total,"70,313,651","30,878,497"
,2021-mar,Non-Cross TSX-Listed,"59,750,442","30,878,497"
,2021-mar,Non-Cross TSXV-Listed,"7,008,850",
,2021-mar,Non-Cross CSE-Listed,"3,183,394",
,2021-mar,Non-Cross NEO-Listed,"370,965",
,2021-mar,Intentional Cross Trade All Listing Total,"55,209","11,080"
,2021-mar,Intentional Cross TSX-Listed,"46,134","11,080"
,2021-mar,Intentional Cross TSXV-Listed,"6,488",
,2021-mar,Intentional Cross CSE-Listed,"2,035",
,2021-mar,Intentional Cross NEO-Listed,552,
,2021-Apr,All Trade All Listing Total,"48,200,305","20,597,295"
,2021-Apr,Non-Cross Trade All Listing Total,"48,155,792","20,589,437"
,2021-Apr,Non-Cross TSX-Listed,"40,923,602","20,589,437"
,2021-Apr,Non-Cross TSXV-Listed,"4,669,367",
,2021-Apr,Non-Cross CSE-Listed,"2,085,038",
,2021-Apr,Non-Cross NEO-Listed,"477,785",
,2021-Apr,Intentional Cross Trade All Listing Total,"44,513","7,858"
,2021-Apr,Intentional Cross TSX-Listed,"35,432","7,858"
,2021-Apr,Intentional Cross TSXV-Listed,"5,913",
,2021-Apr,Intentional Cross CSE-Listed,"2,683",
,2021-Apr,Intentional Cross NEO-Listed,485,
,2021-may,All Trade All Listing Total,"51,095,207","22,794,785"
,2021-may,Non-Cross Trade All Listing Total,"51,050,305","22,785,733"
,2021-may,Non-Cross TSX-Listed,"44,663,107","22,785,733"
,2021-may,Non-Cross TSXV-Listed,"4,508,928",
,2021-may,Non-Cross CSE-Listed,"1,578,442",
,2021-may,Non-Cross NEO-Listed,"299,828",
,2021-may,Intentional Cross Trade All Listing Total,"44,902","9,052"
,2021-may,Intentional Cross TSX-Listed,"37,333","9,052"
,2021-may,Intentional Cross TSXV-Listed,"4,970",
,2021-may,Intentional Cross CSE-Listed,"2,188",
,2021-may,Intentional Cross NEO-Listed,411,
,2021-jun,All Trade All Listing Total,"52,360,095","23,269,134"
,2021-jun,Non-Cross Trade All Listing Total,"52,315,309","23,260,957"
,2021-jun,Non-Cross TSX-Listed,"46,281,112","23,260,957"
,2021-jun,Non-Cross TSXV-Listed,"4,118,302",
,2021-jun,Non-Cross CSE-Listed,"1,619,602",
,2021-jun,Non-Cross NEO-Listed,"296,293",
,2021-jun,Intentional Cross Trade All Listing Total,"44,786","8,177"
,2021-jun,Intentional Cross TSX-Listed,"37,632","8,177"
,2021-jun,Intentional Cross TSXV-Listed,"4,591",
,2021-jun,Intentional Cross CSE-Listed,"2,119",
,2021-jun,Intentional Cross NEO-Listed,444,
,2021-jul,All Trade All Listing Total,"41,909,132","18,566,672"
,2021-jul,Non-Cross Trade All Listing Total,"41,874,485","18,561,081"
,2021-jul,Non-Cross TSX-Listed,"37,012,073","18,561,081"
,2021-jul,Non-Cross TSXV-Listed,"3,313,397",
,2021-jul,Non-Cross CSE-Listed,"1,298,456",
,2021-jul,Non-Cross NEO-Listed,"250,559",
,2021-jul,Intentional Cross Trade All Listing Total,"34,647","5,591"
,2021-jul,Intentional Cross TSX-Listed,"28,740","5,591"
,2021-jul,Intentional Cross TSXV-Listed,"4,058",
,2021-jul,Intentional Cross CSE-Listed,"1,431",
,2021-jul,Intentional Cross NEO-Listed,418,
,2021-Aug,All Trade All Listing Total,"43,191,554","19,071,454"
,2021-Aug,Non-Cross Trade All Listing Total,"43,156,901","19,065,135"
,2021-Aug,Non-Cross TSX-Listed,"38,206,589","19,065,135"
,2021-Aug,Non-Cross TSXV-Listed,"3,359,241",
,2021-Aug,Non-Cross CSE-Listed,"1,341,717",
,2021-Aug,Non-Cross NEO-Listed,"249,354",
,2021-Aug,Intentional Cross Trade All Listing Total,"34,653","6,319"
,2021-Aug,Intentional Cross TSX-Listed,"29,333","6,319"
,2021-Aug,Intentional Cross TSXV-Listed,"3,682",
,2021-Aug,Intentional Cross CSE-Listed,"1,278",
,2021-Aug,Intentional Cross NEO-Listed,360,
,2021-Sep,All Trade All Listing Total,"49,325,650","22,316,531"
,2021-Sep,Non-Cross Trade All Listing Total,"49,287,104","22,309,512"
,2021-Sep,Non-Cross TSX-Listed,"43,713,536","22,309,512"
,2021-Sep,Non-Cross TSXV-Listed,"3,841,872",
,2021-Sep,Non-Cross CSE-Listed,"1,470,553",
,2021-Sep,Non-Cross NEO-Listed,"261,143",
,2021-Sep,Intentional Cross Trade All Listing Total,"38,546","7,019"
,2021-Sep,Intentional Cross TSX-Listed,"32,763","7,019"
,2021-Sep,Intentional Cross TSXV-Listed,"3,997",
,2021-Sep,Intentional Cross CSE-Listed,"1,371",
,2021-Sep,Intentional Cross NEO-Listed,415,
,2021-oct,All Trade All Listing Total,"45,988,956","20,226,772"
,2021-oct,Non-Cross Trade All Listing Total,"45,950,845","20,220,279"
,2021-oct,Non-Cross TSX-Listed,"40,617,236","20,220,279"
,2021-oct,Non-Cross TSXV-Listed,"3,801,781",
,2021-oct,Non-Cross CSE-Listed,"1,219,688",
,2021-oct,Non-Cross NEO-Listed,"312,140",
,2021-oct,Intentional Cross Trade All Listing Total,"38,111","6,493"
,2021-oct,Intentional Cross TSX-Listed,"32,265","6,493"
,2021-oct,Intentional Cross TSXV-Listed,"4,029",
,2021-oct,Intentional Cross CSE-Listed,"1,412",
,2021-oct,Intentional Cross NEO-Listed,405,
,2021-nov,All Trade All Listing Total,"55,873,142","24,527,280"
,2021-nov,Non-Cross Trade All Listing Total,"55,829,529","24,519,253"
,2021-nov,Non-Cross TSX-Listed,"48,788,727","24,519,253"
,2021-nov,Non-Cross TSXV-Listed,"4,700,652",
,2021-nov,Non-Cross CSE-Listed,"1,726,960",
,2021-nov,Non-Cross NEO-Listed,"613,190",
,2021-nov,Intentional Cross Trade All Listing Total,"43,613","8,027"
,2021-nov,Intentional Cross TSX-Listed,"37,170","8,027"
,2021-nov,Intentional Cross TSXV-Listed,"4,357",
,2021-nov,Intentional Cross CSE-Listed,"1,603",
,2021-nov,Intentional Cross NEO-Listed,483,
,2021-Dec,All Trade All Listing Total,"49,151,990","22,218,786"
,2021-Dec,Non-Cross Trade All Listing Total,"49,116,524","22,213,606"
,2021-Dec,Non-Cross TSX-Listed,"44,057,425","22,213,606"
,2021-Dec,Non-Cross TSXV-Listed,"3,443,366",
,2021-Dec,Non-Cross CSE-Listed,"1,207,498",
,2021-Dec,Non-Cross NEO-Listed,"408,235",
,2021-Dec,Intentional Cross Trade All Listing Total,"35,466","5,180"
,2021-Dec,Intentional Cross TSX-Listed,"31,397","5,180"
,2021-Dec,Intentional Cross TSXV-Listed,"2,640",
,2021-Dec,Intentional Cross CSE-Listed,921,
,2021-Dec,Intentional Cross NEO-Listed,508,
,2022-Jan,All Trade All Listing Total,"54,926,348","24,850,477"
,2022-Jan,Non-Cross Trade All Listing Total,"54,883,763","24,843,319"
,2022-Jan,Non-Cross TSX-Listed,"49,995,924","24,843,319"
,2022-Jan,Non-Cross TSXV-Listed,"3,299,371",
,2022-Jan,Non-Cross CSE-Listed,"1,110,352",
,2022-Jan,Non-Cross NEO-Listed,"478,116",
,2022-Jan,Intentional Cross Trade All Listing Total,"42,585","7,158"
,2022-Jan,Intentional Cross TSX-Listed,"39,016","7,158"
,2022-Jan,Intentional Cross TSXV-Listed,"2,356",
,2022-Jan,Intentional Cross CSE-Listed,657,
,2022-Jan,Intentional Cross NEO-Listed,556,
,2022-feb,All Trade All Listing Total,"49,187,567","22,978,043"
,2022-feb,Non-Cross Trade All Listing Total,"49,149,817","22,971,265"
,2022-feb,Non-Cross TSX-Listed,"45,029,037","22,971,265"
,2022-feb,Non-Cross TSXV-Listed,"2,637,527",
,2022-feb,Non-Cross CSE-Listed,"1,053,914",
,2022-feb,Non-Cross NEO-Listed,"429,339",
,2022-feb,Intentional Cross Trade All Listing Total,"37,750","6,778"
,2022-feb,Intentional Cross TSX-Listed,"34,287","6,778"
,2022-feb,Intentional Cross TSXV-Listed,"2,239",
,2022-feb,Intentional Cross CSE-Listed,631,
,2022-feb,Intentional Cross NEO-Listed,593,
,2022-mar,All Trade All Listing Total,"65,115,937","30,239,084"
,2022-mar,Non-Cross Trade All Listing Total,"65,067,877","30,230,213"
,2022-mar,Non-Cross TSX-Listed,"60,085,429","30,230,213"
,2022-mar,Non-Cross TSXV-Listed,"3,461,372",
,2022-mar,Non-Cross CSE-Listed,"1,065,930",
,2022-mar,Non-Cross NEO-Listed,"455,146",
,2022-mar,Intentional Cross Trade All Listing Total,"48,060","8,871"
,2022-mar,Intentional Cross TSX-Listed,"44,247","8,871"
,2022-mar,Intentional Cross TSXV-Listed,"2,615",
,2022-mar,Intentional Cross CSE-Listed,465,
,2022-mar,Intentional Cross NEO-Listed,733,
,2022-Apr,All Trade All Listing Total,"48,215,652","22,284,530"
,2022-Apr,Non-Cross Trade All Listing Total,"48,180,183","22,278,305"
,2022-Apr,Non-Cross TSX-Listed,"44,475,749","22,278,305"
,2022-Apr,Non-Cross TSXV-Listed,"2,501,732",
,2022-Apr,Non-Cross CSE-Listed,"821,493",
,2022-Apr,Non-Cross NEO-Listed,"381,209",
,2022-Apr,Intentional Cross Trade All Listing Total,"35,469","6,225"
,2022-Apr,Intentional Cross TSX-Listed,"32,886","6,225"
,2022-Apr,Intentional Cross TSXV-Listed,"1,690",
,2022-Apr,Intentional Cross CSE-Listed,289,
,2022-Apr,Intentional Cross NEO-Listed,604,
,2022-may,All Trade All Listing Total,"54,486,794","25,928,781"
,2022-may,Non-Cross Trade All Listing Total,"54,449,958","25,920,955"
,2022-may,Non-Cross TSX-Listed,"51,127,731","25,920,955"
,2022-may,Non-Cross TSXV-Listed,"2,184,234",
,2022-may,Non-Cross CSE-Listed,"780,065",
,2022-may,Non-Cross NEO-Listed,"357,928",
,2022-may,Intentional Cross Trade All Listing Total,"36,836","7,826"
,2022-may,Intentional Cross TSX-Listed,"34,433","7,826"
,2022-may,Intentional Cross TSXV-Listed,"1,495",
,2022-may,Intentional Cross CSE-Listed,325,
,2022-may,Intentional Cross NEO-Listed,583,
,2022-jun,All Trade All Listing Total,"51,310,348","24,475,397"
,2022-jun,Non-Cross Trade All Listing Total,"51,270,976","24,466,959"
,2022-jun,Non-Cross TSX-Listed,"48,529,149","24,466,959"
,2022-jun,Non-Cross TSXV-Listed,"1,841,904",
,2022-jun,Non-Cross CSE-Listed,"618,147",
,2022-jun,Non-Cross NEO-Listed,"281,776",
,2022-jun,Intentional Cross Trade All Listing Total,"39,372","8,438"
,2022-jun,Intentional Cross TSX-Listed,"37,516","8,438"
,2022-jun,Intentional Cross TSXV-Listed,"1,054",
,2022-jun,Intentional Cross CSE-Listed,188,
,2022-jun,Intentional Cross NEO-Listed,614,
,2022-jul,All Trade All Listing Total,"41,245,874","20,088,204"
,2022-jul,Non-Cross Trade All Listing Total,"41,216,052","20,082,584"
,2022-jul,Non-Cross TSX-Listed,"39,104,813","20,082,584"
,2022-jul,Non-Cross TSXV-Listed,"1,371,159",
,2022-jul,Non-Cross CSE-Listed,"528,878",
,2022-jul,Non-Cross NEO-Listed,"211,202",
,2022-jul,Intentional Cross Trade All Listing Total,"29,822","5,620"
,2022-jul,Intentional Cross TSX-Listed,"28,219","5,620"
,2022-jul,Intentional Cross TSXV-Listed,791,
,2022-jul,Intentional Cross CSE-Listed,224,
,2022-jul,Intentional Cross NEO-Listed,588,
,2022-Aug,All Trade All Listing Total,"43,602,212","21,050,085"
,2022-Aug,Non-Cross Trade All Listing Total,"43,569,822","21,043,769"
,2022-Aug,Non-Cross TSX-Listed,"40,960,113","21,043,769"
,2022-Aug,Non-Cross TSXV-Listed,"1,634,968",
,2022-Aug,Non-Cross CSE-Listed,"681,319",
,2022-Aug,Non-Cross NEO-Listed,"293,422",
,2022-Aug,Intentional Cross Trade All Listing Total,"32,390","6,316"
,2022-Aug,Intentional Cross TSX-Listed,"30,670","6,316"
,2022-Aug,Intentional Cross TSXV-Listed,814,
,2022-Aug,Intentional Cross CSE-Listed,253,
,2022-Aug,Intentional Cross NEO-Listed,653,
,2022-Sep,All Trade All Listing Total,"44,221,541","21,954,952"
,2022-Sep,Non-Cross Trade All Listing Total,"44,188,202","21,947,395"
,2022-Sep,Non-Cross TSX-Listed,"41,870,766","21,947,395"
,2022-Sep,Non-Cross TSXV-Listed,"1,520,655",
,2022-Sep,Non-Cross CSE-Listed,"545,318",
,2022-Sep,Non-Cross NEO-Listed,"251,463",
,2022-Sep,Intentional Cross Trade All Listing Total,"33,339","7,557"
,2022-Sep,Intentional Cross TSX-Listed,"31,583","7,557"
,2022-Sep,Intentional Cross TSXV-Listed,905,
,2022-Sep,Intentional Cross CSE-Listed,203,
,2022-Sep,Intentional Cross NEO-Listed,648,
,2022-oct,All Trade All Listing Total,"42,762,210","21,105,207"
,2022-oct,Non-Cross Trade All Listing Total,"42,729,629","21,099,925"
,2022-oct,Non-Cross TSX-Listed,"40,471,055","21,099,925"
,2022-oct,Non-Cross TSXV-Listed,"1,325,205",
,2022-oct,Non-Cross CSE-Listed,"652,378",
,2022-oct,Non-Cross NEO-Listed,"280,991",
,2022-oct,Intentional Cross Trade All Listing Total,"32,581","5,282"
,2022-oct,Intentional Cross TSX-Listed,"30,821","5,282"
,2022-oct,Intentional Cross TSXV-Listed,851,
,2022-oct,Intentional Cross CSE-Listed,241,
,2022-oct,Intentional Cross NEO-Listed,668,
,2022-nov,All Trade All Listing Total,"47,466,194","22,800,230"
,2022-nov,Non-Cross Trade All Listing Total,"47,426,252","22,792,060"
,2022-nov,Non-Cross TSX-Listed,"44,958,324","22,792,060"
,2022-nov,Non-Cross TSXV-Listed,"1,608,150",
,2022-nov,Non-Cross CSE-Listed,"559,406",
,2022-nov,Non-Cross NEO-Listed,"300,372",
,2022-nov,Intentional Cross Trade All Listing Total,"39,942","8,170"
,2022-nov,Intentional Cross TSX-Listed,"37,737","8,170"
,2022-nov,Intentional Cross TSXV-Listed,"1,173",
,2022-nov,Intentional Cross CSE-Listed,257,
,2022-nov,Intentional Cross NEO-Listed,$775,
